Fecha,Cod_Maq,Chofer,Modelo,Año,Litros,Km,Pasajeros
2024-06-15,BUS009,Ana Diaz,Iveco Daily,2019,73.71,188,50
2024-06-15,BUS010,Maria Soto,Volkswagen Crafter,2019,61.01,183,41
2024-06-16,BUS001,Maria Soto,Renault Master,2021,92.35,231,61
2024-06-16,BUS002,Ana Diaz,Iveco Daily,2019,81.7,213,71
2024-06-16,BUS003,Pedro Torres,Volkswagen Crafter,2019,64.19,180,52
2024-06-16,BUS004,Juan Perez,Iveco Daily,2022,71.2,228,36
2024-06-16,BUS005,Ana Diaz,Renault Master,2019,72.29,251,69
2024-06-16,BUS006,Juan Perez,Renault Master,2021,47.39,208,27
2024-06-16,BUS007,Maria Soto,Iveco Daily,2021,24.6,107,66
2024-06-16,BUS008,Pedro Torres,Mercedes Sprinter,2022,77.72,286,56
2024-06-16,BUS009,Pedro Torres,Hyundai County,2020,63.41,255,35
2024-06-16,BUS010,Ana Diaz,Volkswagen Crafter,2022,62.74,218,37
2024-06-17,BUS001,Pedro Torres,Hyundai County,2022,62.43,244,32
2024-06-17,BUS002,Pedro Torres,Hyundai County,2022,59.97,195,65
2024-06-17,BUS003,Juan Perez,Volkswagen Crafter,2020,55.92,193,62
2024-06-17,BUS004,Luis Rojas,Hyundai County,2020,66.35,193,74
2024-06-17,BUS005,Luis Rojas,Iveco Daily,2022,51.12,180,71
2024-06-17,BUS006,Juan Perez,Renault Master,2019,56.0,242,29
2024-06-17,BUS007,Ana Diaz,Iveco Daily,2019,59.1,207,42
2024-06-17,BUS008,Pedro Torres,Volkswagen Crafter,2021,88.33,227,52
2024-06-17,BUS009,Pedro Torres,Renault Master,2018,46.2,156,73
2024-06-17,BUS010,Juan Perez,Volkswagen Crafter,2022,74.43,210,54
2024-06-18,BUS001,Maria Soto,Hyundai County,2022,51.21,174,28
2024-06-18,BUS002,Pedro Torres,Volkswagen Crafter,2022,50.4,131,52
2024-06-18,BUS003,Juan Perez,Hyundai County,2022,98.67,284,46
2024-06-18,BUS004,Juan Perez,Renault Master,2021,74.27,289,62
2024-06-18,BUS005,Luis Rojas,Hyundai County,2018,42.93,141,30
2024-06-18,BUS006,Ana Diaz,Hyundai County,2018,73.43,202,36
2024-06-18,BUS007,Luis Rojas,Renault Master,2019,71.69,259,40
2024-06-18,BUS008,Juan Perez,Mercedes Sprinter,2020,44.12,184,75
2024-06-18,BUS009,Maria Soto,Volkswagen Crafter,2021,72.1,233,57
2024-06-18,BUS010,Pedro Torres,Hyundai County,2021,66.02,264,70
2024-06-19,BUS001,Ana Diaz,Volkswagen Crafter,2021,57.19,153,68
2024-06-19,BUS002,Pedro Torres,Renault Master,2020,67.08,214,68
2024-06-19,BUS003,Maria Soto,Renault Master,2022,56.07,248,59
2024-06-19,BUS004,Ana Diaz,Hyundai County,2018,48.22,182,78
2024-06-19,BUS005,Ana Diaz,Iveco Daily,2020,30.47,116,75
2024-06-19,BUS006,Pedro Torres,Volkswagen Crafter,2021,30.27,127,74
2024-06-19,BUS007,Juan Perez,Mercedes Sprinter,2021,31.85,136,23
2024-06-19,BUS008,Luis Rojas,Mercedes Sprinter,2019,90.1,276,77
2024-06-19,BUS009,Juan Perez,Renault Master,2019,44.43,112,51
2024-06-19,BUS010,Luis Rojas,Mercedes Sprinter,2018,63.87,204,79
2024-06-20,BUS001,Juan Perez,Mercedes Sprinter,2019,58.26,182,54
2024-06-20,BUS002,Luis Rojas,Renault Master,2019,64.93,203,47
2024-06-20,BUS003,Juan Perez,Iveco Daily,2022,85.14,228,67
2024-06-20,BUS004,Pedro Torres,Iveco Daily,2019,38.81,139,31
2024-06-20,BUS005,Ana Diaz,Iveco Daily,2019,68.3,299,69
2024-06-20,BUS006,Pedro Torres,Renault Master,2019,79.74,231,46
2024-06-20,BUS007,Pedro Torres,Iveco Daily,2019,79.2,236,75
2024-06-20,BUS008,Luis Rojas,Iveco Daily,2019,57.45,175,74
2024-06-20,BUS009,Juan Perez,Hyundai County,2018,70.93,241,53
2024-06-20,BUS010,Maria Soto,Volkswagen Crafter,2021,55.46,166,73
2024-06-21,BUS001,Luis Rojas,Iveco Daily,2019,42.97,172,59
2024-06-21,BUS002,Luis Rojas,Hyundai County,2018,38.19,109,43
2024-06-21,BUS003,Maria Soto,Mercedes Sprinter,2019,38.1,104,46
2024-06-21,BUS004,Luis Rojas,Mercedes Sprinter,2020,84.34,212,31
2024-06-21,BUS005,Maria Soto,Renault Master,2019,53.3,204,45
2024-06-21,BUS006,Juan Perez,Renault Master,2022,82.91,274,50
2024-06-21,BUS007,Maria Soto,Volkswagen Crafter,2018,64.55,277,42
2024-06-21,BUS008,Pedro Torres,Mercedes Sprinter,2018,73.85,231,74
2024-06-21,BUS009,Juan Perez,Mercedes Sprinter,2020,69.33,211,44
2024-06-21,BUS010,Juan Perez,Mercedes Sprinter,2021,57.51,165,77
2024-06-22,BUS001,Juan Perez,Renault Master,2022,73.81,248,68
2024-06-22,BUS002,Juan Perez,Renault Master,2019,78.47,215,52
2024-06-22,BUS003,Maria Soto,Volkswagen Crafter,2022,69.9,215,34
2024-06-22,BUS004,Pedro Torres,Volkswagen Crafter,2021,56.61,209,65
2024-06-22,BUS005,Ana Diaz,Renault Master,2021,43.83,124,76
2024-06-22,BUS006,Maria Soto,Renault Master,2019,61.5,221,68
2024-06-22,BUS007,Maria Soto,Renault Master,2022,64.62,206,66
2024-06-22,BUS008,Juan Perez,Iveco Daily,2022,80.54,295,40
2024-06-22,BUS009,Pedro Torres,Mercedes Sprinter,2019,53.22,203,22
2024-06-22,BUS010,Juan Perez,Hyundai County,2019,42.13,139,44
2024-06-23,BUS001,Pedro Torres,Renault Master,2018,110.64,279,74
2024-06-23,BUS002,Ana Diaz,Hyundai County,2018,39.41,160,77
2024-06-23,BUS003,Ana Diaz,Renault Master,2018,81.68,280,75
2024-06-23,BUS004,Ana Diaz,Renault Master,2020,64.11,286,48
2024-06-23,BUS005,Luis Rojas,Volkswagen Crafter,2019,112.36,296,67
2024-06-23,BUS006,Juan Perez,Hyundai County,2019,25.39,101,79
2024-06-23,BUS007,Juan Perez,Renault Master,2022,39.29,150,47
2024-06-23,BUS008,Luis Rojas,Iveco Daily,2021,76.48,207,45
2024-06-23,BUS009,Luis Rojas,Hyundai County,2018,55.55,222,73
2024-06-23,BUS010,Pedro Torres,Iveco Daily,2022,54.07,221,58
2024-06-24,BUS001,Ana Diaz,Renault Master,2020,84.76,285,66
2024-06-24,BUS002,Luis Rojas,Hyundai County,2021,100.36,261,71
2024-06-24,BUS003,Ana Diaz,Renault Master,2018,48.4,188,74
2024-06-24,BUS004,Maria Soto,Iveco Daily,2022,40.97,121,66
2024-06-24,BUS005,Luis Rojas,Volkswagen Crafter,2020,75.86,228,61
2024-06-24,BUS006,Pedro Torres,Iveco Daily,2019,65.42,281,34
2024-06-24,BUS007,Juan Perez,Hyundai County,2022,35.02,121,64
2024-06-24,BUS008,Juan Perez,Mercedes Sprinter,2022,37.99,107,36
2024-06-24,BUS009,Pedro Torres,Iveco Daily,2019,32.09,116,32
2024-06-24,BUS010,Luis Rojas,Iveco Daily,2021,58.52,244,67
2024-06-25,BUS001,Maria Soto,Hyundai County,2020,40.92,177,54
2024-06-25,BUS002,Luis Rojas,Renault Master,2019,72.94,209,27
2024-06-25,BUS003,Ana Diaz,Iveco Daily,2022,78.84,288,46
2024-06-25,BUS004,Pedro Torres,Iveco Daily,2020,32.77,112,72
2024-06-25,BUS005,Luis Rojas,Volkswagen Crafter,2019,103.41,262,24
2024-06-25,BUS006,Ana Diaz,Renault Master,2019,40.59,157,44
2024-06-25,BUS007,Juan Perez,Mercedes Sprinter,2021,101.74,261,24
2024-06-25,BUS008,Pedro Torres,Iveco Daily,2021,39.67,119,78
2024-06-25,BUS009,Pedro Torres,Hyundai County,2022,77.84,291,23
2024-06-25,BUS010,Luis Rojas,Renault Master,2020,26.63,116,33
2024-06-26,BUS001,Ana Diaz,Iveco Daily,2022,37.99,112,63
2024-06-26,BUS002,Juan Perez,Hyundai County,2022,61.85,218,62
2024-06-26,BUS003,Juan Perez,Iveco Daily,2018,98.73,262,38
2024-06-26,BUS004,Maria Soto,Renault Master,2022,68.59,247,51
2024-06-26,BUS005,Luis Rojas,Mercedes Sprinter,2018,53.03,221,59
2024-06-26,BUS006,Maria Soto,Volkswagen Crafter,2018,67.41,251,36
2024-06-26,BUS007,Ana Diaz,Hyundai County,2019,56.47,170,20
2024-06-26,BUS008,Ana Diaz,Volkswagen Crafter,2020,61.69,198,32
2024-06-26,BUS009,Pedro Torres,Hyundai County,2020,77.11,297,33
2024-06-26,BUS010,Maria Soto,Mercedes Sprinter,2021,99.99,264,66
2024-06-27,BUS001,Luis Rojas,Volkswagen Crafter,2021,46.23,167,35
2024-06-27,BUS002,Juan Perez,Mercedes Sprinter,2021,94.05,243,64
2024-06-27,BUS003,Luis Rojas,Iveco Daily,2019,66.63,189,64
2024-06-27,BUS004,Juan Perez,Renault Master,2020,81.07,293,73
2024-06-27,BUS005,Luis Rojas,Volkswagen Crafter,2021,67.05,235,62
2024-06-27,BUS006,Pedro Torres,Volkswagen Crafter,2019,58.42,258,64
2024-06-27,BUS007,Pedro Torres,Renault Master,2018,68.58,293,75
2024-06-27,BUS008,Pedro Torres,Mercedes Sprinter,2018,47.77,207,61
2024-06-27,BUS009,Pedro Torres,Iveco Daily,2022,59.58,224,54
2024-06-27,BUS010,Maria Soto,Volkswagen Crafter,2020,32.21,129,37
2024-06-28,BUS001,Luis Rojas,Renault Master,2022,55.25,213,48
2024-06-28,BUS002,Ana Diaz,Hyundai County,2019,67.12,266,62
2024-06-28,BUS003,Ana Diaz,Volkswagen Crafter,2022,80.56,225,24
2024-06-28,BUS004,Luis Rojas,Volkswagen Crafter,2018,53.9,193,77
2024-06-28,BUS005,Juan Perez,Volkswagen Crafter,2022,63.53,207,42
2024-06-28,BUS006,Pedro Torres,Mercedes Sprinter,2018,34.97,105,37
2024-06-28,BUS007,Luis Rojas,Mercedes Sprinter,2018,32.87,114,51
2024-06-28,BUS008,Pedro Torres,Iveco Daily,2022,33.33,105,78
2024-06-28,BUS009,Maria Soto,Hyundai County,2022,95.27,290,30
2024-06-28,BUS010,Ana Diaz,Renault Master,2022,31.86,142,23
2024-06-29,BUS001,Ana Diaz,Mercedes Sprinter,2022,88.14,290,60
2024-06-29,BUS002,Ana Diaz,Renault Master,2022,55.05,232,75
2024-06-29,BUS003,Pedro Torres,Renault Master,2021,87.84,297,20
2024-06-29,BUS004,Maria Soto,Hyundai County,2021,61.23,249,30
2024-06-29,BUS005,Pedro Torres,Renault Master,2021,22.69,102,31
2024-06-29,BUS006,Juan Perez,Mercedes Sprinter,2021,54.4,186,37
2024-06-29,BUS007,Ana Diaz,Volkswagen Crafter,2022,68.19,212,28
2024-06-29,BUS008,Pedro Torres,Mercedes Sprinter,2019,46.36,122,66
2024-06-29,BUS009,Luis Rojas,Mercedes Sprinter,2020,53.94,168,42
2024-06-29,BUS010,Luis Rojas,Hyundai County,2019,31.83,129,53
2024-06-30,BUS001,Maria Soto,Renault Master,2022,62.34,211,29
2024-06-30,BUS002,Ana Diaz,Volkswagen Crafter,2021,49.35,157,60
2024-06-30,BUS003,Luis Rojas,Volkswagen Crafter,2019,32.43,124,71
2024-06-30,BUS004,Maria Soto,Iveco Daily,2021,52.02,147,54
2024-06-30,BUS005,Luis Rojas,Renault Master,2018,26.44,110,41
2024-06-30,BUS006,Pedro Torres,Renault Master,2022,87.48,272,36
2024-06-30,BUS007,Pedro Torres,Hyundai County,2021,95.1,291,21
2024-06-30,BUS008,Ana Diaz,Volkswagen Crafter,2018,68.04,175,37
2024-06-30,BUS009,Ana Diaz,Renault Master,2020,52.26,153,35
2024-06-30,BUS010,Luis Rojas,Hyundai County,2022,27.75,117,78
2024-07-01,BUS001,Maria Soto,Hyundai County,2019,43.02,189,76
2024-07-01,BUS002,Luis Rojas,Hyundai County,2018,66.19,207,66
2024-07-01,BUS003,Pedro Torres,Renault Master,2019,37.74,147,79
2024-07-01,BUS004,Juan Perez,Renault Master,2018,48.45,176,73
2024-07-01,BUS005,Luis Rojas,Volkswagen Crafter,2019,87.28,229,46
2024-07-01,BUS006,Pedro Torres,Mercedes Sprinter,2021,34.69,126,27
2024-07-01,BUS007,Ana Diaz,Hyundai County,2019,38.35,106,74
2024-07-01,BUS008,Maria Soto,Iveco Daily,2020,94.5,273,79
2024-07-01,BUS009,Ana Diaz,Hyundai County,2019,33.42,111,62
2024-07-01,BUS010,Ana Diaz,Volkswagen Crafter,2018,39.41,116,36
2024-07-02,BUS001,Ana Diaz,Mercedes Sprinter,2018,72.55,219,27
2024-07-02,BUS002,Maria Soto,Renault Master,2022,62.69,168,55
2024-07-02,BUS003,Ana Diaz,Hyundai County,2022,48.83,127,66
2024-07-02,BUS004,Luis Rojas,Iveco Daily,2022,56.92,175,42
2024-07-02,BUS005,Maria Soto,Iveco Daily,2022,76.8,243,26
2024-07-02,BUS006,Juan Perez,Hyundai County,2020,80.06,279,56
2024-07-02,BUS007,Maria Soto,Hyundai County,2022,40.39,128,55
2024-07-02,BUS008,Maria Soto,Hyundai County,2021,76.97,274,38
2024-07-02,BUS009,Ana Diaz,Volkswagen Crafter,2019,70.27,205,56
2024-07-02,BUS010,Maria Soto,Mercedes Sprinter,2020,29.16,126,48
2024-07-03,BUS001,Ana Diaz,Hyundai County,2022,62.25,247,55
2024-07-03,BUS002,Ana Diaz,Mercedes Sprinter,2021,69.04,229,35
2024-07-03,BUS003,Juan Perez,Mercedes Sprinter,2019,93.75,245,55
2024-07-03,BUS004,Juan Perez,Mercedes Sprinter,2018,39.28,129,42
2024-07-03,BUS005,Luis Rojas,Volkswagen Crafter,2020,46.07,133,73
2024-07-03,BUS006,Pedro Torres,Volkswagen Crafter,2021,46.58,199,71
2024-07-03,BUS007,Pedro Torres,Volkswagen Crafter,2019,67.86,210,58
2024-07-03,BUS008,Maria Soto,Hyundai County,2019,64.8,246,71
2024-07-03,BUS009,Ana Diaz,Volkswagen Crafter,2018,42.87,178,28
2024-07-03,BUS010,Juan Perez,Hyundai County,2020,31.58,131,37
2024-07-04,BUS001,Ana Diaz,Iveco Daily,2019,36.98,104,30
2024-07-04,BUS002,Pedro Torres,Volkswagen Crafter,2022,99.1,264,23
2024-07-04,BUS003,Pedro Torres,Iveco Daily,2022,53.71,143,61
2024-07-04,BUS004,Maria Soto,Hyundai County,2022,83.91,236,26
2024-07-04,BUS005,Juan Perez,Renault Master,2022,37.49,167,49
2024-07-04,BUS006,Ana Diaz,Renault Master,2022,67.56,258,76
2024-07-04,BUS007,Maria Soto,Iveco Daily,2020,43.48,184,38
2024-07-04,BUS008,Ana Diaz,Mercedes Sprinter,2022,56.47,194,21
2024-07-04,BUS009,Luis Rojas,Renault Master,2021,86.08,286,21
2024-07-04,BUS010,Ana Diaz,Renault Master,2020,92.7,293,36
2024-07-05,BUS001,Pedro Torres,Mercedes Sprinter,2019,46.42,195,65
2024-07-05,BUS002,Ana Diaz,Mercedes Sprinter,2020,60.89,266,62
2024-07-05,BUS003,Pedro Torres,Hyundai County,2019,45.1,187,74
2024-07-05,BUS004,Juan Perez,Iveco Daily,2022,45.33,184,45
2024-07-05,BUS005,Pedro Torres,Hyundai County,2019,50.76,210,50
2024-07-05,BUS006,Ana Diaz,Renault Master,2019,66.09,191,66
2024-07-05,BUS007,Pedro Torres,Volkswagen Crafter,2019,69.47,280,21
2024-07-05,BUS008,Maria Soto,Volkswagen Crafter,2022,48.45,205,63
2024-07-05,BUS009,Pedro Torres,Iveco Daily,2019,42.88,118,59
2024-07-05,BUS010,Juan Perez,Volkswagen Crafter,2019,38.72,149,64
2024-07-06,BUS001,Ana Diaz,Hyundai County,2018,93.37,294,61
2024-07-06,BUS002,Ana Diaz,Iveco Daily,2020,34.16,126,21
2024-07-06,BUS003,Maria Soto,Volkswagen Crafter,2020,38.29,148,79
2024-07-06,BUS004,Maria Soto,Hyundai County,2020,83.68,281,57
2024-07-06,BUS005,Juan Perez,Renault Master,2021,31.46,127,29
2024-07-06,BUS006,Luis Rojas,Renault Master,2021,65.43,287,52
2024-07-06,BUS007,Maria Soto,Renault Master,2021,46.05,176,73
2024-07-06,BUS008,Juan Perez,Renault Master,2020,46.97,141,73
2024-07-06,BUS009,Juan Perez,Mercedes Sprinter,2020,44.1,121,69
2024-07-06,BUS010,Pedro Torres,Renault Master,2022,75.54,206,35
2024-07-07,BUS001,Juan Perez,Iveco Daily,2018,91.04,261,44
2024-07-07,BUS002,Pedro Torres,Iveco Daily,2018,49.66,165,28
2024-07-07,BUS003,Ana Diaz,Renault Master,2019,68.47,175,29
2024-07-07,BUS004,Maria Soto,Mercedes Sprinter,2022,47.4,195,67
2024-07-07,BUS005,Ana Diaz,Hyundai County,2019,34.34,119,21
2024-07-07,BUS006,Maria Soto,Iveco Daily,2021,42.65,164,55
2024-07-07,BUS007,Luis Rojas,Renault Master,2019,72.02,251,21
2024-07-07,BUS008,Ana Diaz,Mercedes Sprinter,2018,62.76,258,21
2024-07-07,BUS009,Luis Rojas,Renault Master,2022,31.13,128,56
2024-07-07,BUS010,Luis Rojas,Mercedes Sprinter,2020,90.05,255,58
2024-07-08,BUS001,Ana Diaz,Renault Master,2022,38.13,123,65
2024-07-08,BUS002,Maria Soto,Volkswagen Crafter,2020,42.35,177,43
2024-07-08,BUS003,Juan Perez,Iveco Daily,2019,58.77,241,77
2024-07-08,BUS004,Maria Soto,Iveco Daily,2018,62.47,175,25
2024-07-08,BUS005,Maria Soto,Renault Master,2018,30.11,135,41
2024-07-08,BUS006,Luis Rojas,Mercedes Sprinter,2018,58.01,226,55
2024-07-08,BUS007,Luis Rojas,Volkswagen Crafter,2019,69.29,283,52
2024-07-08,BUS008,Pedro Torres,Mercedes Sprinter,2019,70.48,272,37
2024-07-08,BUS009,Ana Diaz,Volkswagen Crafter,2022,44.31,137,51
2024-07-08,BUS010,Pedro Torres,Iveco Daily,2019,68.33,208,78
2024-07-09,BUS001,Pedro Torres,Volkswagen Crafter,2020,77.41,296,59
2024-07-09,BUS002,Juan Perez,Renault Master,2022,76.76,297,36
2024-07-09,BUS003,Pedro Torres,Mercedes Sprinter,2018,51.48,186,26
2024-07-09,BUS004,Pedro Torres,Renault Master,2020,52.36,145,63
2024-07-09,BUS005,Pedro Torres,Hyundai County,2018,58.61,244,66
2024-07-09,BUS006,Luis Rojas,Volkswagen Crafter,2021,37.64,143,64
2024-07-09,BUS007,Luis Rojas,Mercedes Sprinter,2018,38.13,126,59
2024-07-09,BUS008,Ana Diaz,Volkswagen Crafter,2021,71.67,222,62
2024-07-09,BUS009,Maria Soto,Mercedes Sprinter,2018,77.55,196,54
2024-07-09,BUS010,Ana Diaz,Volkswagen Crafter,2021,32.14,116,65
2024-07-10,BUS001,Ana Diaz,Mercedes Sprinter,2018,104.69,281,51
2024-07-10,BUS002,Pedro Torres,Iveco Daily,2020,62.26,267,39
2024-07-10,BUS003,Pedro Torres,Volkswagen Crafter,2019,31.18,134,48
2024-07-10,BUS004,Ana Diaz,Mercedes Sprinter,2020,40.97,169,50
2024-07-10,BUS005,Juan Perez,Volkswagen Crafter,2022,31.57,121,24
2024-07-10,BUS006,Luis Rojas,Mercedes Sprinter,2021,57.32,188,20
2024-07-10,BUS007,Maria Soto,Renault Master,2019,100.62,271,30
2024-07-10,BUS008,Luis Rojas,Renault Master,2022,59.45,266,43
2024-07-10,BUS009,Ana Diaz,Volkswagen Crafter,2020,95.69,256,35
2024-07-10,BUS010,Ana Diaz,Volkswagen Crafter,2020,46.23,198,22
2024-07-11,BUS001,Ana Diaz,Renault Master,2021,92.99,292,72
2024-07-11,BUS002,Maria Soto,Volkswagen Crafter,2018,66.95,210,21
2024-07-11,BUS003,Luis Rojas,Hyundai County,2020,60.68,256,27
2024-07-11,BUS004,Luis Rojas,Volkswagen Crafter,2022,32.91,128,52
2024-07-11,BUS005,Pedro Torres,Iveco Daily,2022,57.83,230,24
2024-07-11,BUS006,Maria Soto,Iveco Daily,2020,53.26,207,64
2024-07-11,BUS007,Maria Soto,Renault Master,2018,29.7,119,23
2024-07-11,BUS008,Luis Rojas,Renault Master,2019,29.79,118,64
2024-07-11,BUS009,Ana Diaz,Renault Master,2018,93.97,270,79
2024-07-11,BUS010,Juan Perez,Renault Master,2020,92.54,284,71
2024-07-12,BUS001,Pedro Torres,Volkswagen Crafter,2022,56.24,210,41
2024-07-12,BUS002,Ana Diaz,Mercedes Sprinter,2018,49.09,142,71
2024-07-12,BUS003,Juan Perez,Renault Master,2019,67.54,299,67
2024-07-12,BUS004,Juan Perez,Iveco Daily,2022,61.9,214,62
2024-07-12,BUS005,Ana Diaz,Iveco Daily,2022,49.12,176,39
2024-07-12,BUS006,Pedro Torres,Iveco Daily,2020,108.26,283,58
2024-07-12,BUS007,Juan Perez,Iveco Daily,2019,75.73,278,50
2024-07-12,BUS008,Maria Soto,Hyundai County,2021,95.03,282,45
2024-07-12,BUS009,Maria Soto,Hyundai County,2019,34.06,141,57
2024-07-12,BUS010,Ana Diaz,Iveco Daily,2020,56.35,197,25
2024-07-13,BUS001,Ana Diaz,Hyundai County,2021,73.84,273,68
2024-07-13,BUS002,Luis Rojas,Hyundai County,2018,95.8,269,54
2024-07-13,BUS003,Juan Perez,Mercedes Sprinter,2019,46.64,171,73
2024-07-13,BUS004,Juan Perez,Mercedes Sprinter,2021,84.84,274,30
2024-07-13,BUS005,Luis Rojas,Renault Master,2021,58.85,202,44
2024-07-13,BUS006,Maria Soto,Hyundai County,2022,61.23,239,65
2024-07-13,BUS007,Maria Soto,Iveco Daily,2020,74.29,239,72
2024-07-13,BUS008,Ana Diaz,Iveco Daily,2018,103.86,264,43
2024-07-13,BUS009,Ana Diaz,Mercedes Sprinter,2022,49.43,220,73
2024-07-13,BUS010,Maria Soto,Volkswagen Crafter,2022,48.38,153,73
2024-07-14,BUS001,Luis Rojas,Renault Master,2020,31.29,103,68
2024-07-14,BUS002,Luis Rojas,Hyundai County,2018,31.1,106,30
2024-07-14,BUS003,Ana Diaz,Volkswagen Crafter,2020,43.71,191,42
2024-07-14,BUS004,Maria Soto,Volkswagen Crafter,2018,99.24,272,47
2024-07-14,BUS005,Maria Soto,Mercedes Sprinter,2020,65.8,210,44
2024-07-14,BUS006,Pedro Torres,Mercedes Sprinter,2018,44.56,153,52
2024-07-14,BUS007,Ana Diaz,Iveco Daily,2022,92.86,263,54
2024-07-14,BUS008,Maria Soto,Mercedes Sprinter,2019,36.87,129,22
2024-07-14,BUS009,Pedro Torres,Renault Master,2020,58.65,257,64
2024-07-14,BUS010,Juan Perez,Renault Master,2020,52.29,178,44
2024-07-15,BUS001,Luis Rojas,Volkswagen Crafter,2018,111.18,278,78
2024-07-15,BUS002,Pedro Torres,Renault Master,2019,39.11,146,73
2024-07-15,BUS003,Pedro Torres,Volkswagen Crafter,2022,77.7,265,44
2024-07-15,BUS004,Luis Rojas,Renault Master,2019,27.91,106,37
2024-07-15,BUS005,Pedro Torres,Renault Master,2021,93.67,268,76
2024-07-15,BUS006,Maria Soto,Renault Master,2021,65.91,234,69
2024-07-15,BUS007,Ana Diaz,Volkswagen Crafter,2018,48.79,151,63
2024-07-15,BUS008,Juan Perez,Iveco Daily,2018,72.7,280,23
2024-07-15,BUS009,Ana Diaz,Volkswagen Crafter,2018,65.24,244,73
2024-07-15,BUS010,Luis Rojas,Iveco Daily,2022,28.57,103,49
2024-07-16,BUS001,Pedro Torres,Iveco Daily,2021,65.27,277,54
2024-07-16,BUS002,Juan Perez,Renault Master,2020,33.53,107,38
2024-07-16,BUS003,Ana Diaz,Mercedes Sprinter,2020,37.7,135,78
2024-07-16,BUS004,Luis Rojas,Iveco Daily,2022,39.1,142,33
2024-07-16,BUS005,Juan Perez,Volkswagen Crafter,2021,66.82,220,79
2024-07-16,BUS006,Juan Perez,Renault Master,2018,91.86,256,66
2024-07-16,BUS007,Pedro Torres,Hyundai County,2022,88.19,286,56
2024-07-16,BUS008,Ana Diaz,Renault Master,2020,32.7,116,65
2024-07-16,BUS009,Juan Perez,Mercedes Sprinter,2021,74.87,275,23
2024-07-16,BUS010,Juan Perez,Hyundai County,2020,48.49,129,30
2024-07-17,BUS001,Ana Diaz,Mercedes Sprinter,2019,43.88,165,49
2024-07-17,BUS002,Juan Perez,Hyundai County,2019,33.19,135,72
2024-07-17,BUS003,Maria Soto,Mercedes Sprinter,2020,77.26,298,77
2024-07-17,BUS004,Pedro Torres,Mercedes Sprinter,2020,42.55,189,64
2024-07-17,BUS005,Luis Rojas,Mercedes Sprinter,2022,59.08,233,27
2024-07-17,BUS006,Luis Rojas,Mercedes Sprinter,2021,75.81,251,56
2024-07-17,BUS007,Luis Rojas,Renault Master,2021,66.92,245,56
2024-07-17,BUS008,Maria Soto,Mercedes Sprinter,2019,33.55,129,52
2024-07-17,BUS009,Pedro Torres,Mercedes Sprinter,2018,25.22,111,46
2024-07-17,BUS010,Luis Rojas,Mercedes Sprinter,2019,59.57,266,40
2024-07-18,BUS001,Maria Soto,Renault Master,2020,42.39,175,52
2024-07-18,BUS002,Juan Perez,Mercedes Sprinter,2018,90.23,289,21
2024-07-18,BUS003,Ana Diaz,Volkswagen Crafter,2019,109.49,279,63
2024-07-18,BUS004,Luis Rojas,Iveco Daily,2018,102.03,281,26
2024-07-18,BUS005,Ana Diaz,Volkswagen Crafter,2022,78.98,270,57
2024-07-18,BUS006,Juan Perez,Mercedes Sprinter,2018,61.24,264,63
2024-07-18,BUS007,Maria Soto,Renault Master,2019,98.83,286,30
2024-07-18,BUS008,Luis Rojas,Renault Master,2022,57.61,167,23
2024-07-18,BUS009,Luis Rojas,Renault Master,2021,60.45,212,43
2024-07-18,BUS010,Maria Soto,Hyundai County,2020,41.21,121,25
2024-07-19,BUS001,Pedro Torres,Hyundai County,2021,66.11,269,76
2024-07-19,BUS002,Luis Rojas,Mercedes Sprinter,2022,55.28,184,35
2024-07-19,BUS003,Juan Perez,Mercedes Sprinter,2020,54.16,194,47
2024-07-19,BUS004,Pedro Torres,Hyundai County,2021,74.11,278,28
2024-07-19,BUS005,Maria Soto,Volkswagen Crafter,2020,99.31,285,51
2024-07-19,BUS006,Ana Diaz,Renault Master,2020,79.81,296,61
2024-07-19,BUS007,Luis Rojas,Hyundai County,2020,42.86,152,29
2024-07-19,BUS008,Maria Soto,Renault Master,2018,42.49,138,26
2024-07-19,BUS009,Maria Soto,Volkswagen Crafter,2018,101.4,256,22
2024-07-19,BUS010,Maria Soto,Hyundai County,2018,45.68,182,48
2024-07-20,BUS001,Maria Soto,Mercedes Sprinter,2019,51.49,134,66
2024-07-20,BUS002,Ana Diaz,Hyundai County,2019,38.88,137,38
2024-07-20,BUS003,Maria Soto,Hyundai County,2019,50.83,166,74
2024-07-20,BUS004,Ana Diaz,Hyundai County,2022,79.19,221,23
2024-07-20,BUS005,Ana Diaz,Mercedes Sprinter,2022,105.94,278,64
2024-07-20,BUS006,Maria Soto,Hyundai County,2022,64.42,235,32
2024-07-20,BUS007,Pedro Torres,Renault Master,2019,69.08,294,79
2024-07-20,BUS008,Pedro Torres,Hyundai County,2022,40.05,177,76
2024-07-20,BUS009,Luis Rojas,Iveco Daily,2021,63.06,170,57
2024-07-20,BUS010,Ana Diaz,Volkswagen Crafter,2018,62.25,268,68
2024-07-21,BUS001,Pedro Torres,Mercedes Sprinter,2018,104.59,271,62
2024-07-21,BUS002,Juan Perez,Mercedes Sprinter,2021,61.32,209,68
2024-07-21,BUS003,Luis Rojas,Renault Master,2019,52.47,149,36
2024-07-21,BUS004,Maria Soto,Mercedes Sprinter,2019,104.49,287,67
